Rank,Title,Rating,Genre,Members,Type,# of Episodes,Licensor,Studio,Source,Duration,Premiered,Favorites
Ranked #137,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.43,"Genres: Action, Adventure, Supernatural, Drama, Shounen","Members 756,768",Type: TV,Episodes: 24,Licensors: VIZ Media,Studios: David Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2015,"Favorites: 14,428"
Ranked #138,Kara no Kyoukai 7: Satsujin Kousatsu (Go),8.43,"Genres: Action, Mystery, Supernatural, Romance, Thriller","Members 175,029",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: ufotable,Source: Light novel,Duration: 2 hr. 1 min.,Null,"Favorites: 1,972"
Ranked #139,Major S5,8.43,"Genres: Comedy, Drama, Romance, Shounen, Sports","Members 60,647",Type: TV,Episodes: 25,"Licensors: None found, add some",Studios: SynergySP,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2009,Favorites: 566
Ranked #140,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.43,"Genres: Psychological, Drama, Thriller, Fantasy","Members 775,109",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: White Fox,Source: Light novel,Duration: 27 min. per ep.,Premiered: Summer 2020,"Favorites: 9,597"
Ranked #141,Saiki Kusuo no Ψ-nan,8.43,"Genres: Comedy, School, Shounen, Slice of Life, Supernatural","Members 737,096",Type: TV,Episodes: 120,Licensors: Funimation,"Studios: J.C.Staff, Egg Firm",Source: Manga,Duration: 5 min. per ep.,Premiered: Summer 2016,"Favorites: 18,255"
Ranked #142,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,"Genres: Demons, Drama, Shoujo, Slice of Life, Supernatural","Members 51,266",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shuka,Source: Manga,Duration: 1 hr. 44 min.,Null,Favorites: 151
Ranked #143,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.42,"Genres: Slice of Life, Comedy, Drama, Romance, School","Members 488,055",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,Studios: feel.,Source: Light novel,Duration: 24 min. per ep.,Premiered: Summer 2020,"Favorites: 10,121"
Ranked #144,Grand Blue,8.42,"Genres: Slice of Life, Comedy, Seinen","Members 517,604",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: Zero-G,Source: Manga,Duration: 24 min. per ep.,Premiered: Summer 2018,"Favorites: 12,304"
Ranked #145,Kaze ga Tsuyoku Fuiteiru,8.42,"Genres: Comedy, Sports, Drama","Members 224,747",Type: TV,Episodes: 23,Licensors: Sentai Filmworks,Studios: Production I.G,Source: Novel,Duration: 23 min. per ep.,Premiered: Fall 2018,"Favorites: 4,519"
Ranked #146,Kono Oto Tomare! 2nd Season,8.42,"Genres: Drama, Music, Romance, School, Shounen","Members 103,779",Type: TV,Episodes: 13,Licensors: Funimation,Studios: Platinum Vision,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2019,"Favorites: 1,082"
Ranked #147,3-gatsu no Lion,8.41,"Genres: Drama, Game, Seinen, Slice of Life","Members 527,772",Type: TV,Episodes: 22,Licensors: Aniplex of America,Studios: Shaft,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 2016,"Favorites: 12,303"
Ranked #148,Chihayafuru 2,8.41,"Genres: Drama, Game, Josei, School, Slice of Life, Sports","Members 196,863",Type: TV,Episodes: 25,Licensors: Sentai Filmworks,Studios: Madhouse,Source: Manga,Duration: 22 min. per ep.,Premiered: Winter 2013,"Favorites: 1,478"
Ranked #149,Cross Game,8.41,"Genres: Comedy, Drama, Romance, School, Shounen, Sports","Members 106,475",Type: TV,Episodes: 50,"Licensors: None found, add some",Studios: SynergySP,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2009,"Favorites: 2,758"
Ranked #150,Douluo Dalu: Xiaowu Juebie,8.41,"Genres: Action, Adventure, Historical, Romance, Martial Arts, Fantasy","Members 6,139",Type: ONA,Episodes: 13,"Licensors: None found, add some",Studios: Sparkly Key Animation Studio,Source: Novel,Duration: 20 min. per ep.,Null,Favorites: 87
Ranked #151,Gintama°: Aizome Kaori-hen,8.41,"Genres: Comedy, Parody","Members 65,374",Type: OVA,Episodes: 2,"Licensors: None found, add some",Studios: Bandai Namco Pictures,Source: Manga,Duration: 26 min. per ep.,Null,Favorites: 117
Ranked #152,Houseki no Kuni (TV),8.41,"Genres: Action, Drama, Fantasy, Mystery, Seinen","Members 339,565",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,Studios: Orange,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 2017,"Favorites: 9,408"
Ranked #153,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,"Genres: Comedy, Psychological, Romance, School, Seinen","Members 1,144,927",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 25 min. per ep.,Premiered: Winter 2019,"Favorites: 25,443"
Ranked #154,Non Non Biyori Nonstop,8.41,"Genres: Slice of Life, Comedy, Seinen","Members 78,697",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,Studios: SILVER LINK.,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2021,Favorites: 581
Ranked #155,Shingeki no Kyojin: Kuinaki Sentaku,8.41,"Genres: Action, Fantasy, Shoujo","Members 380,486",Type: OVA,Episodes: 2,"Licensors: None found, add some",Studios: Wit Studio,Source: Visual novel,Duration: 27 min. per ep.,Null,"Favorites: 1,516"
Ranked #156,Usagi Drop,8.41,"Genres: Slice of Life, Josei","Members 417,743",Type: TV,Episodes: 11,"Licensors: NIS America, Inc.",Studios: Production I.G,Source: Manga,Duration: 22 min. per ep.,Premiered: Summer 2011,"Favorites: 5,597"
Ranked #157,Natsume Yuujinchou Roku Specials,8.4,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 35,485",Type: Special,Episodes: 2,"Licensors: None found, add some",Studios: Shuka,Source: Manga,Duration: 23 min. per ep.,Null,Favorites: 59
Ranked #158,Tensei shitara Slime Datta Ken 2nd Season,8.4,"Genres: Action, Adventure, Comedy, Demons, Magic, Fantasy","Members 532,587",Type: TV,Episodes: 12,Licensors: Funimation,Studios: 8bit,Source: Light novel,Duration: 23 min. per ep.,Premiered: Winter 2021,"Favorites: 7,275"
Ranked #159,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.4,"Genres: Slice of Life, Drama, Fantasy","Members 246,999",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: Kyoto Animation,Source: Light novel,Duration: 1 hr. 31 min.,Null,Favorites: 814
Ranked #160,Baccano!,8.4,"Genres: Action, Comedy, Historical, Mystery, Supernatural","Members 765,278",Type: TV,Episodes: 13,"Licensors: Funimation, Aniplex of America",Studios: Brain's Base,Source: Light novel,Duration: 24 min. per ep.,Premiered: Summer 2007,"Favorites: 21,216"
Ranked #161,Barakamon,8.4,"Genres: Comedy, Slice of Life","Members 545,460",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Kinema Citrus,Source: Web manga,Duration: 22 min. per ep.,Premiered: Summer 2014,"Favorites: 10,966"
Ranked #162,Hunter x Hunter,8.4,"Genres: Action, Adventure, Super Power, Fantasy, Shounen","Members 463,405",Type: TV,Episodes: 62,Licensors: VIZ Media,Studios: Nippon Animation,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 1999,"Favorites: 8,494"
Ranked #163,Cowboy Bebop: Tengoku no Tobira,8.39,"Genres: Action, Drama, Mystery, Sci-Fi, Space","Members 296,786",Type: Movie,Episodes: 1,Licensors: Sony Pictures Entertainment,Studios: Bones,Source: Original,Duration: 1 hr. 55 min.,Null,"Favorites: 1,083"
Ranked #164,Kizumonogatari I: Tekketsu-hen,8.39,Genres: Vampire,"Members 414,823",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 1 hr. 4 min.,Null,"Favorites: 2,723"
Ranked #165,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.39,"Genres: Drama, Magic, Psychological, Thriller","Members 172,195",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shaft,Source: Original,Duration: 1 hr. 49 min.,Null,Favorites: 962
Ranked #166,Mushoku Tensei: Isekai Ittara Honki Dasu,8.39,"Genres: Drama, Magic, Ecchi, Fantasy","Members 612,203",Type: TV,Episodes: 11,Licensors: Funimation,Studios: Studio Bind,Source: Light novel,Duration: 23 min. per ep.,Premiered: Winter 2021,"Favorites: 11,690"
Ranked #167,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.38,"Genres: Slice of Life, Supernatural, Drama","Members 1,305,924",Type: TV,Episodes: 11,"Licensors: NIS America, Inc., Aniplex of America",Studios: A-1 Pictures,Source: Original,Duration: 22 min. per ep.,Premiered: Spring 2011,"Favorites: 29,591"
Ranked #168,Bakuman. 2nd Season,8.38,"Genres: Comedy, Drama, Romance, Shounen","Members 305,519",Type: TV,Episodes: 25,Licensors: Media Blasters,Studios: J.C.Staff,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 2011,"Favorites: 1,275"
Ranked #169,Hellsing Ultimate,8.38,"Genres: Action, Military, Horror, Supernatural, Vampire, Seinen","Members 735,640",Type: OVA,Episodes: 10,"Licensors: Funimation, Geneon Entertainment USA","Studios: Madhouse, Satelight, Graphinica",Source: Manga,Duration: 50 min. per ep.,Null,"Favorites: 17,271"
Ranked #170,Kaze no Tani no Nausicaä,8.38,"Genres: Adventure, Fantasy","Members 298,545",Type: Movie,Episodes: 1,"Licensors: Walt Disney Studios, GKIDS",Studios: Topcraft,Source: Manga,Duration: 1 hr. 57 min.,Null,"Favorites: 3,918"
Ranked #171,Kingdom 3rd Season,8.38,"Genres: Action, Military, Historical, Seinen","Members 48,760",Type: TV,Episodes: 26,Licensors: Funimation,"Studios: Pierrot Plus, Studio Signpost",Source: Manga,Duration: 25 min. per ep.,Premiered: Spring 2020,Favorites: 560
Ranked #172,Kamisama Hajimemashita: Kako-hen,8.37,"Genres: Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo","Members 128,828",Type: OVA,Episodes: 4,"Licensors: None found, add some",Studios: TMS Entertainment,Source: Manga,Duration: 30 min. per ep.,Null,Favorites: 769
Ranked #173,Kingdom 2nd Season,8.37,"Genres: Action, Military, Historical, Seinen","Members 86,796",Type: TV,Episodes: 39,Licensors: Funimation,Studios: Studio Pierrot,Source: Manga,Duration: 25 min. per ep.,Premiered: Summer 2013,Favorites: 679
Ranked #174,Kiseijuu: Sei no Kakuritsu,8.37,"Genres: Action, Sci-Fi, Horror, Psychological, Drama, Seinen","Members 1,420,367",Type: TV,Episodes: 24,Licensors: Sentai Filmworks,Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2014,"Favorites: 27,055"
Ranked #175,Tian Guan Ci Fu,8.37,"Genres: Action, Adventure, Historical, Supernatural, Drama","Members 60,056",Type: ONA,Episodes: 11,"Licensors: None found, add some",Studios: Haoliners Animation League,Source: Novel,Duration: 25 min. per ep.,Null,"Favorites: 1,948"
Ranked #176,Psycho-Pass,8.36,"Genres: Action, Sci-Fi, Police, Psychological, Thriller","Members 1,327,878",Type: TV,Episodes: 22,Licensors: Funimation,Studios: Production I.G,Source: Original,Duration: 23 min. per ep.,Premiered: Fall 2012,"Favorites: 33,150"
Ranked #177,Tenki no Ko,8.36,"Genres: Slice of Life, Drama, Romance, Fantasy","Members 622,282",Type: Movie,Episodes: 1,Licensors: GKIDS,Studios: CoMix Wave Films,Source: Original,Duration: 1 hr. 52 min.,Null,"Favorites: 8,378"
Ranked #178,Uchuu Senkan Yamato 2199,8.36,"Genres: Action, Military, Sci-Fi, Space, Drama","Members 97,310",Type: OVA,Episodes: 26,Licensors: Funimation,"Studios: Xebec, AIC",Source: Original,Duration: 25 min. per ep.,Null,"Favorites: 1,521"
Ranked #179,Haikyuu!!: To the Top,8.36,"Genres: Comedy, Sports, Drama, School, Shounen","Members 612,449",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Production I.G,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2020,"Favorites: 3,809"
Ranked #180,Mahou Shoujo Madoka★Magica,8.36,"Genres: Psychological, Drama, Magic, Thriller","Members 1,047,245",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: Shaft,Source: Original,Duration: 24 min. per ep.,Premiered: Winter 2011,"Favorites: 44,624"
Ranked #181,Major S6,8.36,"Genres: Comedy, Drama, Shounen, Sports","Members 53,456",Type: TV,Episodes: 25,"Licensors: None found, add some",Studios: SynergySP,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2010,Favorites: 422
Ranked #182,Bakemonogatari,8.35,"Genres: Romance, Supernatural, Mystery, Vampire","Members 1,164,986",Type: TV,Episodes: 15,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 24 min. per ep.,Premiered: Summer 2009,"Favorites: 42,346"
Ranked #183,Given,8.35,"Genres: Drama, Music, Romance, Shounen Ai, Slice of Life","Members 360,714",Type: TV,Episodes: 11,"Licensors: None found, add some",Studios: Lerche,Source: Manga,Duration: 22 min. per ep.,Premiered: Summer 2019,"Favorites: 11,512"
Ranked #184,Hotarubi no Mori e,8.35,"Genres: Drama, Romance, Shoujo, Supernatural","Members 640,917",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: Brain's Base,Source: Manga,Duration: 45 min.,Null,"Favorites: 8,496"
Ranked #185,Katanagatari,8.35,"Genres: Action, Adventure, Historical, Martial Arts, Romance","Members 475,995",Type: TV,Episodes: 12,"Licensors: NIS America, Inc.",Studios: White Fox,Source: Light novel,Duration: 50 min. per ep.,Premiered: Winter 2010,"Favorites: 9,758"
Ranked #186,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.35,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 66,911",Type: OVA,Episodes: 1,"Licensors: None found, add some",Studios: Brain's Base,Source: Manga,Duration: 23 min.,Null,Favorites: 92
Ranked #187,One Outs,8.35,"Genres: Sports, Psychological, Seinen","Members 195,991",Type: TV,Episodes: 25,"Licensors: None found, add some",Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2008,"Favorites: 3,380"
Ranked #188,Ookami to Koushinryou II,8.35,"Genres: Adventure, Historical, Romance, Fantasy","Members 418,166",Type: TV,Episodes: 12,Licensors: Funimation,"Studios: Brain's Base, Marvy Jack",Source: Light novel,Duration: 24 min. per ep.,Premiered: Summer 2009,"Favorites: 3,898"
Ranked #189,Romeo no Aoi Sora,8.35,"Genres: Adventure, Drama, Historical, Slice of Life","Members 40,069",Type: TV,Episodes: 33,"Licensors: None found, add some",Studios: Nippon Animation,Source: Novel,Duration: 23 min. per ep.,Premiered: Winter 1995,Favorites: 533
Ranked #190,Sakamichi no Apollon,8.34,"Genres: Drama, Josei, Music, Romance, School","Members 310,763",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,"Studios: Tezuka Productions, MAPPA",Source: Manga,Duration: 22 min. per ep.,Premiered: Spring 2012,"Favorites: 5,998"
Ranked #191,Versailles no Bara,8.34,"Genres: Military, Historical, Drama, Romance, Shoujo","Members 74,509",Type: TV,Episodes: 40,"Licensors: Nozomi Entertainment, Discotek Media",Studios: Tokyo Movie Shinsha,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 1979,"Favorites: 2,297"
Ranked #192,Boku dake ga Inai Machi,8.34,"Genres: Mystery, Psychological, Supernatural, Seinen","Members 1,583,104",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2016,"Favorites: 38,456"
Ranked #193,Gintama: Shiroyasha Koutan,8.34,"Genres: Action, Sci-Fi, Comedy, Historical, Parody","Members 57,104",Type: Special,Episodes: 1,"Licensors: None found, add some",Studios: Sunrise,Source: Manga,Duration: 10 min.,Null,Favorites: 74
Ranked #194,Kemono no Souja Erin,8.34,"Genres: Drama, Fantasy, Slice of Life","Members 72,374",Type: TV,Episodes: 50,"Licensors: None found, add some","Studios: Production I.G, Trans Arts",Source: Novel,Duration: 25 min. per ep.,Premiered: Winter 2009,"Favorites: 1,368"
Ranked #195,Luo Xiao Hei Zhan Ji (Movie),8.34,"Genres: Adventure, Drama, Fantasy","Members 10,878",Type: Movie,Episodes: 1,"Licensors: None found, add some","Studios: None found, add some",Source: Original,Duration: 1 hr. 41 min.,Null,Favorites: 153
Ranked #196,Made in Abyss Movie 2: Hourou Suru Tasogare,8.34,"Genres: Sci-Fi, Adventure, Mystery, Drama, Fantasy","Members 74,003",Type: Movie,Episodes: 1,Licensors: Sentai Filmworks,Studios: Kinema Citrus,Source: Web manga,Duration: 1 hr. 45 min.,Null,Favorites: 100
Ranked #197,Mobile Suit Gundam: The Origin,8.34,"Genres: Action, Mecha, Military, Sci-Fi, Shounen, Space","Members 56,282",Type: OVA,Episodes: 6,Licensors: NYAV Post,Studios: Sunrise,Source: Manga,Duration: 1 hr. 11 min. per ep.,Null,Favorites: 623
Ranked #198,Doukyuusei (Movie),8.33,"Genres: Slice of Life, Romance, School, Shounen Ai","Members 190,485",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 1 hr.,Null,"Favorites: 4,299"
Ranked #199,Douluo Dalu: Xingdou Xian Ji Pian,8.33,"Genres: Action, Adventure, Historical, Romance, Martial Arts, Fantasy","Members 2,739",Type: ONA,Episodes: 13,"Licensors: None found, add some",Studios: Sparkly Key Animation Studio,Source: Novel,Duration: 20 min. per ep.,Null,Favorites: 21
Ranked #200,Evangelion: 2.0 You Can (Not) Advance,8.33,"Genres: Action, Sci-Fi, Psychological, Drama, Mecha","Members 385,698",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: Khara,Source: Original,Duration: 1 hr. 52 min.,Null,"Favorites: 2,691"
Ranked #151,Gintama°: Aizome Kaori-hen,8.41,"Genres: Comedy, Parody","Members 65,374",Type: OVA,Episodes: 2,"Licensors: None found, add some",Studios: Bandai Namco Pictures,Source: Manga,Duration: 26 min. per ep.,Null,Favorites: 117
Ranked #152,Houseki no Kuni (TV),8.41,"Genres: Action, Drama, Fantasy, Mystery, Seinen","Members 339,565",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,Studios: Orange,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 2017,"Favorites: 9,408"
Ranked #153,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,"Genres: Comedy, Psychological, Romance, School, Seinen","Members 1,144,927",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 25 min. per ep.,Premiered: Winter 2019,"Favorites: 25,443"
Ranked #154,Non Non Biyori Nonstop,8.41,"Genres: Slice of Life, Comedy, Seinen","Members 78,697",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,Studios: SILVER LINK.,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2021,Favorites: 581
Ranked #155,Shingeki no Kyojin: Kuinaki Sentaku,8.41,"Genres: Action, Fantasy, Shoujo","Members 380,486",Type: OVA,Episodes: 2,"Licensors: None found, add some",Studios: Wit Studio,Source: Visual novel,Duration: 27 min. per ep.,Null,"Favorites: 1,516"
Ranked #156,Usagi Drop,8.41,"Genres: Slice of Life, Josei","Members 417,743",Type: TV,Episodes: 11,"Licensors: NIS America, Inc.",Studios: Production I.G,Source: Manga,Duration: 22 min. per ep.,Premiered: Summer 2011,"Favorites: 5,597"
Ranked #157,Natsume Yuujinchou Roku Specials,8.4,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 35,485",Type: Special,Episodes: 2,"Licensors: None found, add some",Studios: Shuka,Source: Manga,Duration: 23 min. per ep.,Null,Favorites: 59
